序号,时间戳,帧类型,帧格式,状态,数据长度, 数据(D0 - D7),ID,
1721,23:04:14.2968718,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1722,23:04:14.2968718,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1723,23:04:14.2968718,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1724,23:04:14.2968718,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1725,23:04:14.2968718,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1726,23:04:14.2968718,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1727,23:04:14.2968718,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1728,23:04:14.2968718,标准帧,数据帧,接收,6,83 29 29 85 3A 10,35,
1729,23:04:14.2968718,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1730,23:04:14.2968718,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1731,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1732,23:04:14.3581215,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1733,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1734,23:04:14.3581215,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1735,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1736,23:04:14.3581215,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1737,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1738,23:04:14.3581215,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1739,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1740,23:04:14.3581215,标准帧,数据帧,接收,6,83 00 E8 70 BE 0F,35,
1741,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1742,23:04:14.3581215,标准帧,数据帧,接收,6,83 9E E8 8E BB 10,35,
1743,23:04:14.3581215,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1744,23:04:14.3581215,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1745,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1746,23:04:14.4191122,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1747,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1748,23:04:14.4191122,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1749,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1750,23:04:14.4191122,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1751,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1752,23:04:14.4191122,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1753,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1754,23:04:14.4191122,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
1755,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1756,23:04:14.4191122,标准帧,数据帧,接收,6,83 74 0B D5 3B 10,35,
1757,23:04:14.4191122,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1758,23:04:14.4191122,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1759,23:04:14.4804717,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1760,23:04:14.4804717,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1761,23:04:14.4804717,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1762,23:04:14.4804717,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1763,23:04:14.4857992,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1764,23:04:14.4857992,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1765,23:04:14.4857992,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1766,23:04:14.4857992,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1767,23:04:14.4857992,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1768,23:04:14.4857992,标准帧,数据帧,接收,6,83 00 E8 70 BE 0F,35,
1769,23:04:14.4857992,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1770,23:04:14.4857992,标准帧,数据帧,接收,6,83 C7 47 E1 3B 10,35,
1771,23:04:14.4857992,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1772,23:04:14.4857992,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1773,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1774,23:04:14.5454189,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1775,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1776,23:04:14.5454189,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1777,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1778,23:04:14.5454189,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1779,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1780,23:04:14.5454189,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1781,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1782,23:04:14.5454189,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1783,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1784,23:04:14.5454189,标准帧,数据帧,接收,6,83 93 1A EC BB 10,35,
1785,23:04:14.5454189,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1786,23:04:14.5486024,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1787,23:04:14.6057028,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1788,23:04:14.6057028,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1789,23:04:14.6057028,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1790,23:04:14.6057028,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1791,23:04:14.6057028,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1792,23:04:14.6057028,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1793,23:04:14.6117290,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1794,23:04:14.6117290,标准帧,数据帧,接收,6,83 85 81 10 42 0E,35,
1795,23:04:14.6117290,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1796,23:04:14.6117290,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
1797,23:04:14.6117290,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1798,23:04:14.6117290,标准帧,数据帧,接收,6,83 B7 FF 2C 3B 10,35,
1799,23:04:14.6117290,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1800,23:04:14.6117290,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1801,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1802,23:04:14.6696501,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1803,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1804,23:04:14.6696501,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1805,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1806,23:04:14.6696501,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1807,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1808,23:04:14.6696501,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1809,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1810,23:04:14.6696501,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1811,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1812,23:04:14.6696501,标准帧,数据帧,接收,6,83 8F BE 1E 3B 10,35,
1813,23:04:14.6696501,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1814,23:04:14.6696501,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1815,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1816,23:04:14.7380197,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1817,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1818,23:04:14.7380197,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1819,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1820,23:04:14.7380197,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1821,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1822,23:04:14.7380197,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1823,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1824,23:04:14.7380197,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1825,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1826,23:04:14.7380197,标准帧,数据帧,接收,6,83 A6 40 C4 3B 10,35,
1827,23:04:14.7380197,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1828,23:04:14.7380197,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1829,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1830,23:04:14.7950533,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1831,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1832,23:04:14.7950533,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1833,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1834,23:04:14.7950533,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1835,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1836,23:04:14.7950533,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1837,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1838,23:04:14.7950533,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1839,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1840,23:04:14.7950533,标准帧,数据帧,接收,6,83 13 F6 71 BC 10,35,
1841,23:04:14.7950533,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1842,23:04:14.7950533,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1843,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1844,23:04:14.8559845,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1845,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1846,23:04:14.8559845,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1847,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1848,23:04:14.8559845,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1849,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1850,23:04:14.8559845,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1851,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1852,23:04:14.8559845,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1853,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1854,23:04:14.8559845,标准帧,数据帧,接收,6,83 EF 1C D8 BB 10,35,
1855,23:04:14.8559845,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1856,23:04:14.8559845,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1857,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1858,23:04:14.9172963,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1859,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1860,23:04:14.9172963,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1861,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1862,23:04:14.9172963,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1863,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1864,23:04:14.9172963,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1865,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1866,23:04:14.9172963,标准帧,数据帧,接收,6,83 00 E8 70 BE 0F,35,
1867,23:04:14.9172963,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1868,23:04:14.9213145,标准帧,数据帧,接收,6,83 26 01 78 3B 10,35,
1869,23:04:14.9213145,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1870,23:04:14.9213145,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1871,23:04:14.9874096,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1872,23:04:14.9874096,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1873,23:04:14.9874096,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1874,23:04:14.9874096,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1875,23:04:14.9874096,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1876,23:04:14.9909074,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1877,23:04:14.9909074,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1878,23:04:14.9909074,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1879,23:04:14.9909074,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1880,23:04:14.9909074,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
1881,23:04:14.9909074,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1882,23:04:14.9909074,标准帧,数据帧,接收,6,83 83 21 2F BA 10,35,
1883,23:04:14.9909074,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1884,23:04:14.9909074,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1885,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1886,23:04:15.0560611,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1887,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1888,23:04:15.0560611,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1889,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1890,23:04:15.0560611,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1891,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1892,23:04:15.0560611,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1893,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1894,23:04:15.0560611,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1895,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1896,23:04:15.0560611,标准帧,数据帧,接收,6,83 B8 01 91 3B 10,35,
1897,23:04:15.0560611,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1898,23:04:15.0560611,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1899,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1900,23:04:15.1183461,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1901,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1902,23:04:15.1183461,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1903,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1904,23:04:15.1183461,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1905,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1906,23:04:15.1183461,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1907,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1908,23:04:15.1183461,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
1909,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1910,23:04:15.1183461,标准帧,数据帧,接收,6,83 25 68 56 BB 10,35,
1911,23:04:15.1183461,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1912,23:04:15.1183461,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1913,23:04:15.1670868,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1914,23:04:15.1670868,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1915,23:04:15.1670868,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1916,23:04:15.1670868,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1917,23:04:15.1670868,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1918,23:04:15.1670868,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1919,23:04:15.1670868,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1920,23:04:15.1670868,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1921,23:04:15.1670868,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1922,23:04:15.1670868,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1923,23:04:15.1711237,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1924,23:04:15.1711237,标准帧,数据帧,接收,6,83 2F 9C 33 3C 10,35,
1925,23:04:15.1711237,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1926,23:04:15.1711237,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1927,23:04:15.2302045,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1928,23:04:15.2302045,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1929,23:04:15.2302045,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1930,23:04:15.2302045,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1931,23:04:15.2302045,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1932,23:04:15.2302045,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1933,23:04:15.2302045,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1934,23:04:15.2302045,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1935,23:04:15.2344042,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1936,23:04:15.2344042,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1937,23:04:15.2344042,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1938,23:04:15.2344042,标准帧,数据帧,接收,6,83 4D 5C 10 BB 10,35,
1939,23:04:15.2344042,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1940,23:04:15.2344042,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1941,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1942,23:04:15.2911531,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1943,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1944,23:04:15.2911531,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1945,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1946,23:04:15.2911531,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1947,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1948,23:04:15.2911531,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1949,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1950,23:04:15.2911531,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
1951,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1952,23:04:15.2911531,标准帧,数据帧,接收,6,83 DF 8F 49 3B 10,35,
1953,23:04:15.2911531,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1954,23:04:15.2911531,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1955,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1956,23:04:15.3582467,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1957,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1958,23:04:15.3582467,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1959,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1960,23:04:15.3582467,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1961,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1962,23:04:15.3582467,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1963,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1964,23:04:15.3582467,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1965,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1966,23:04:15.3582467,标准帧,数据帧,接收,6,83 09 86 BA 3B 10,35,
1967,23:04:15.3582467,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1968,23:04:15.3582467,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1969,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1970,23:04:15.4142515,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1971,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1972,23:04:15.4142515,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1973,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1974,23:04:15.4142515,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1975,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1976,23:04:15.4142515,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1977,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1978,23:04:15.4142515,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
1979,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1980,23:04:15.4142515,标准帧,数据帧,接收,6,83 E0 77 37 3C 10,35,
1981,23:04:15.4142515,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1982,23:04:15.4142515,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1983,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1984,23:04:15.4903731,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1985,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
1986,23:04:15.4903731,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
1987,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
1988,23:04:15.4903731,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
1989,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
1990,23:04:15.4903731,标准帧,数据帧,接收,6,83 86 81 10 42 0E,35,
1991,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
1992,23:04:15.4903731,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
1993,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
1994,23:04:15.4903731,标准帧,数据帧,接收,6,83 65 C2 9E BA 10,35,
1995,23:04:15.4903731,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
1996,23:04:15.4903731,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
1997,23:04:15.5382540,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
1998,23:04:15.5382540,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
1999,23:04:15.5382540,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
2000,23:04:15.5382540,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
2001,23:04:15.5382540,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
2002,23:04:15.5382540,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
2003,23:04:15.5382540,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
2004,23:04:15.5382540,标准帧,数据帧,接收,6,83 87 81 10 42 0E,35,
2005,23:04:15.5382540,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
2006,23:04:15.5382540,标准帧,数据帧,接收,6,83 00 E8 70 BE 0F,35,
2007,23:04:15.5423716,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
